0.396896,1,0.731804,0.015625,0,0.188147,0.096406,0.711354,0.268161,0.377832,0.365589,0.00585638,0.340448,0.373096,0.00293217,0,0.0102419,0.711354,0.0074058,0.0503133,0.00422458,0.373096,0.0439267,0.100148,0.00485232,0.00422458,0.149691,0.537431,0.0599638,0.415857,0.70105,0.580999,0.143544,0.207284,0.0178676,0.492594,0.0973456,0.5,0.00584639,0.350462
0.204988,1,0.399981,0.0147923,0,0.305391,0.117662,0.772068,0.0870049,0.662238,0.082488,0.00858758,0.316962,0.178374,0.00994406,0.397571,0.0152978,0.772068,0.00689251,0.115328,0.00391085,0.178374,0.220838,0.110194,0.00817779,0.00391085,0.250689,1,0.0688829,0.179609,1,0.67254,0.113955,0.121958,0.0241845,1,0.119616,0.5,0.0093222,0.218719
0.0994938,1,0.400173,0.0766877,0,0.327349,0.19713,0.756127,0.0254206,0.704221,0.316077,0.0228566,0.326402,0.0517182,0.0153026,0.385706,0.0342109,0.756127,0.0138334,0.060806,0.00842331,0.0517182,0.15405,0.227147,0.0213412,0.00842331,0.273883,0.183526,0,0.0534489,1,0.635832,0.0912563,0.205008,0,0.647755,0.1913,0.5,0.000853137,0.107242
0.213836,1,0.29922,0.0185789,0,0.184832,0.16979,0.753341,0.086598,0.888081,0.349612,0.00341652,0.311071,0.226233,0.0558052,0.357495,0.00604239,0.753341,0.00397073,0.0736454,0.00417696,0.226233,0.344345,0.136212,0.00352645,0.00417696,0.186919,0.779941,0,0.248266,1,0.579034,0.370066,0.215974,0,0.428969,0.0958956,0.5,0.00286159,0.241138
0.222879,1,0.630596,0.0380335,0.36358,0.343499,0.161267,0.785272,0.0564904,0.664883,0.434413,0.0203421,0.417281,0.343648,0.134019,0.488209,0.0340824,0.785272,0.0492325,0.0576395,0.00959103,0.343648,0.369642,0.194723,0.0192584,0.00959103,0.278573,0.721318,0.780211,0.334893,1,0.434717,0.510477,0.19831,0.55921,0.449149,0.211475,0.5,0.0230514,0.223484
0.210864,1,0.479086,0.0209067,0,0.204995,0.0717664,0.759204,0.068788,0.704696,0.277532,0.00673742,0.444703,0.235907,0.0157061,0.94927,0.0142454,0.759204,0.00547977,0.0752148,0.0050804,0.235907,0.312492,0.139771,0.00559833,0.0050804,0.152464,0.702479,0.429425,0.225691,1,0.554826,0.575454,0.197689,0.124602,0.415265,0.13716,1,0.00652956,0.238798
0.250285,1,0.55747,0.0239479,0,0.24354,0.130605,0.741117,0.0815357,0.664416,0.999883,0.0139278,0.353384,0.214012,0.0231942,0.386149,0.0148711,0.741117,0.0220874,0.199773,0.004511,0.214012,0.747532,0.138816,0.0141196,0.004511,0.18983,0.860797,0.108668,0.213662,1,0.509805,0.193415,0.330273,0.0525386,0.436506,0.126829,1,0.0090419,0.267676
0.0720098,1,0.307639,0.0183107,0,0.208723,0.138328,0.72741,0.0105499,0.635239,0.116409,0.013521,0.328269,0.0268327,0.013481,0.367005,0.0124282,0.72741,0.00601751,0.127652,0.00434023,0.0268327,0.375657,0.133589,0.0118662,0.00434023,0.139687,0.394099,0.0539526,0.0248751,1,0.790329,0.0769148,0.195576,0.0177345,0.541335,0.126403,0.775,0.00116457,0.0938218
0.0409243,1,0.262054,0.0398492,0,0.18721,0.048817,0.704033,0.0125654,0.671016,0.296034,0.0136904,0.328038,0.0297397,0.00372686,0.383283,0.0236758,0.704033,0.0101242,0.169743,0.0153383,0.0297397,0.110929,0.205225,0.0138226,0.0153383,0.130577,0.528164,0,0.0289882,1,0.80577,0.0203263,0.341192,0,0.446196,0.176815,0.775,0.00171095,0.0510162
1,1,0.552464,0.0320908,0,0.201317,0.218888,0.747176,0.660768,0.60397,0.521063,0.00287933,0.599098,1,0.0289816,0.393886,0.0230167,0.747176,0.00230472,0.12163,0.0127365,1,0.256056,0.201713,0.0026338,0.0127365,0.154517,0.358358,0.397401,1,0.70105,0.567487,0.415876,0.0800091,0.364844,0.697767,0.185901,0.5,0.00512712,0.891744
